id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_01519,What is einstein was a theoretical physicist who?,einstein was a,einstein was a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.054,coherent,0,1,"Answer ""einstein was a"" is consistent with the evidence."
case_01520,What is serena williams is one of the?,of the,of the,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0475,coherent,0,1,"Answer ""of the"" is consistent with the evidence."
case_01521,What is the French Revolution began in 1789?,olympic gold medals,of the Bastille the,0,0.0,1,0.0508,0.0,1.0,0.0,1.0,0.0508,contradicted,1,1,"Answer ""olympic gold medals"" contradicts the evidence. The answer contains words (olympic, gold, medals) that do not appear in the evidence at all. Evidence says: ""the French Revolution began in 1789 with the storming of the Bastille. the motto was liberte egalite fraternite. it got pretty bloody with the reign of terror under Robespierre executing 17000 people. Napoleon eventually took over and became emperor."""
case_01522,What is usain bolt is the fastest human?,drive and clutch performances he,drive and clutch performances he,1,1.0,1,0.0635,0.0,0.75,0.0,0.75,0.0476,contradicted,1,0,"Answer ""drive and clutch performances he"" contradicts the evidence. The answer contains words (drive, clutch, performances) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully."""
case_01523,What is most startups fail within the first?,where a few companies return,where a few companies return,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0504,coherent,0,1,"Answer ""where a few companies return"" is consistent with the evidence."
case_01524,What is coffee is one of the most?,was prosecuted for homosexuality,one of,0,0.0,1,0.0473,0.0,1.0,0.0,1.0,0.0473,contradicted,1,1,"Answer ""was prosecuted for homosexuality"" contradicts the evidence. The answer contains words (prosecuted, homosexuality) that do not appear in the evidence at all. Evidence says: ""coffee is one of the most consumed drinks worldwide. its made from roasted coffee beans which are actually the seeds of coffee cherries. brazil is the largest producer. caffeine blocks adenosine receptors making you feel alert. too much coffee makes me jittery personally."""
case_01525,What is serena williams is one of the?,era she,era she,1,1.0,1,0.046,0.0,1.0,0.0,1.0,0.046,contradicted,1,0,"Answer ""era she"" contradicts the evidence. The answer contains words (era, she) that do not appear in the evidence at all. Evidence says: ""What is serena williams is one of the?"""
case_01526,What is michael jordan is widely considered the?,effect not relativity he was,is widely,0,0.0,1,0.072,0.0,0.6667,0.0,0.6667,0.048,contradicted,1,1,"Answer ""effect not relativity he was"" contradicts the evidence. The answer contains words (effect, relativity) that do not appear in the evidence at all. Evidence says: ""michael jordan is widely considered the greatest basketball player ever. he won 6 NBA championships with the chicago bulls in the 1990s. his airness was known for his competitive drive and clutch performances. he also tried baseball and owned the charlotte hornets."""
case_01527,What is the cold war was a period?,the US and Soviet,the US and Soviet,1,1.0,1,0.0982,0.0,0.0,0.5,0.5,0.0491,contradicted,1,1,"Answer ""the US and Soviet"" contradicts the evidence. Key names or terms (soviet) found in the answer are missing from the evidence. Evidence says: ""the cold war was a period of geopolitical tension between the US and Soviet Union from 1947 to 1991."""
case_01528,What is cnns dominated computer vision for years?,left her in pain,their translation equivariance built in,0,0.2222,1,0.046,0.0,1.0,0.0,1.0,0.046,contradicted,1,1,"Answer ""left her in pain"" contradicts the evidence. The answer contains words (left, her, pain) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization."""
case_01529,What is neural networks are computing systems vaguely?,to western civilization the fall,nodes called neurons,0,0.0,1,0.0467,0.0,1.0,0.0,1.0,0.0467,contradicted,1,1,"Answer ""to western civilization the fall"" contradicts the evidence. The answer contains words (western, civilization, fall) that do not appear in the evidence at all. Evidence says: ""neural networks are computing systems vaguely inspired by biological brains. they consist of layers of interconnected nodes called neurons. each connection has a weight that adjusts during training. deep learning mea"""
case_01530,What is DNA has a double helix structure?,A pairs with T,A pairs with T,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0505,coherent,0,1,"Answer ""A pairs with T"" is consistent with the evidence."
case_01531,What is evolution by natural selection was proposed?,web in 1989 now,selection was proposed by,0,0.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,1,"Answer ""web in 1989 now"" contradicts the evidence. The answer contains words (web, now) that do not appear in the evidence at all. Evidence says: ""evolution by natural selection was proposed by charles darwin in on the origin of species 1859. individuals with advantageous traits survive and reproduce more. over millions of years this drives adaptation and speciation. its often mischaracterized as survival of the fittest which is circular."""
case_01532,What is cats and dogs are the two?,pets in,pets in,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0485,coherent,0,1,"Answer ""pets in"" is consistent with the evidence."
case_01533,What is frida kahlo was a mexican painter?,unknown,unknown,1,1.0,1,0.0505,0.0,1.0,0.0,1.0,0.0505,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is frida kahlo was a mexican painter?"""
case_01534,What is Photosynthesis is how plants convert sunlight?,that adjusts during training,plants are,0,0.0,1,0.0492,0.0,1.0,0.0,1.0,0.0492,contradicted,1,1,"Answer ""that adjusts during training"" contradicts the evidence. The answer contains words (that, adjusts, training) that do not appear in the evidence at all. Evidence says: ""Photosynthesis is how plants convert sunlight into chemical energy. it happens in the chloroplasts using chlorophyll. the overall equation is 6CO2 + 6H2O -> C6H12O6 + 6O2. plants are basically solar-powered sugar factories. this process produces the oxygen we breathe."""
case_01535,What is neural networks are computing systems vaguely?,practice of secure communication,practice of secure communication,1,1.0,1,0.0462,0.0,1.0,0.0,1.0,0.0462,contradicted,1,0,"Answer ""practice of secure communication"" contradicts the evidence. The answer contains words (practice, secure, communication) that do not appear in the evidence at all. Evidence says: ""neural networks are computing systems vaguely inspired by biological brains. they consist of layers of interconnected nodes called neurons. each connection has a weight that adjusts during training. deep learning means having many layers. its not actually like a brain at all despite the name."""
case_01536,What is antarctica is the coldest driest and?,is a recurring,it for peaceful scientific,0,0.0,1,0.0518,0.0,1.0,0.0,1.0,0.0518,contradicted,1,1,"Answer ""is a recurring"" contradicts the evidence. The answer contains words (recurring) that do not appear in the evidence at all. Evidence says: ""antarctica is the coldest driest and windiest continent. it contains 90 percent of the worlds ice and 70 percent of its fresh water. no humans live there permanently only scientists on research stations. the antarctic treaty preserves it for peaceful scientific research. its getting warmer though."""
case_01537,What is pizza originated in naples italy as?,honor queen,honor queen,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0482,coherent,0,1,"Answer ""honor queen"" is consistent with the evidence."
case_01538,What is frida kahlo was a mexican painter?,kahlo was a,kahlo was a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.051,coherent,0,1,"Answer ""kahlo was a"" is consistent with the evidence."
case_01539,What is einstein was a theoretical physicist who?,memories chronic sleep deprivation is,and jewish refugee who fled,0,0.0,1,0.0496,0.0,1.0,0.0,1.0,0.0496,contradicted,1,1,"Answer ""memories chronic sleep deprivation is"" contradicts the evidence. The answer contains words (memories, chronic, sleep, deprivation) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US."""
case_01540,What is quantum mechanics describes nature at the?,earths average temperature has,mechanics describes nature at the,0,0.0,1,0.0517,0.0,1.0,0.0,1.0,0.0517,contradicted,1,1,"Answer ""earths average temperature has"" contradicts the evidence. The answer contains words (earths, average, temperature) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman."""
case_01541,What is adults need 7-9 hours of sleep?,unknown,unknown,1,1.0,1,0.0432,0.0,1.0,0.0,1.0,0.0432,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is adults need 7-9 hours of sleep?"""
