id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu_before,mu_after,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation,fix_type,fix_query,rag_improved
case_01632,What is cnns dominated computer vision for years?,and dogs are,and dogs are,1,1.0,1,0.0469,0.0469,0.7869,1.0,0.0,1.0,0.0469,contradicted,1,0,"Answer ""and dogs are"" contradicts the evidence. The NLI model finds that 'and dogs are' semantically contradicts the evidence (NLI score: 0.79); The answer contains words (dogs) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization.""",nli,dogs What is cnns dominated computer vision for years? and dogs are,0
case_01633,What is neural networks are computing systems vaguely?,of interconnected nodes called neurons,of interconnected nodes called neurons,1,1.0,1,1.0,1.0,0.0003,0.0,0.0,0.0003,0.0527,coherent,0,1,"Answer ""of interconnected nodes called neurons"" is consistent with the evidence.",none,,0
case_01634,What is DNA has a double helix structure?,he won,DNA has,0,0.0,1,0.0494,1.0,0.0011,0.0,0.0,0.0011,0.0494,coherent,0,1,"Answer ""he won"" is consistent with the evidence.",lexical,he won,1
case_01635,What is evolution by natural selection was proposed?,the rest of south,of species 1859,0,0.3333,1,0.045,1.0,0.0098,0.0,0.0,0.0098,0.045,coherent,0,1,"Answer ""the rest of south"" is consistent with the evidence.",lexical,rest south,1
case_01636,What is cats and dogs are the two?,cats domesticated themselves about,cats domesticated themselves about,1,1.0,1,0.0652,0.1405,0.3573,0.0,0.0,0.3573,0.0489,weak,0,0,"Answer ""cats domesticated themselves about"" may not match the evidence. Partial word overlap with evidence. Evidence: ""dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago.""",lexical,cats domesticated themselves about,0
case_01637,What is frida kahlo was a mexican painter?,beginners arch,painter known for her self-portraits,0,0.0,1,0.0511,1.0,0.0025,0.0,0.0,0.0025,0.0511,coherent,0,1,"Answer ""beginners arch"" is consistent with the evidence.",lexical,beginners arch,1
case_01638,What is Photosynthesis is how plants convert sunlight?,the atomic and subatomic scale,the atomic and subatomic scale,1,1.0,1,0.0527,1.0,0.0055,0.0,0.0,0.0055,0.0527,coherent,0,0,"Answer ""the atomic and subatomic scale"" is consistent with the evidence.",lexical,atomic subatomic scale,1
case_01639,What is neural networks are computing systems vaguely?,they consist of,they consist of,1,1.0,1,1.0,1.0,0.0002,0.0,0.0,0.0002,0.0514,coherent,0,1,"Answer ""they consist of"" is consistent with the evidence.",none,,0
case_01640,What is antarctica is the coldest driest and?,the workhorse optimization,the workhorse optimization,1,1.0,1,0.0498,1.0,0.0031,0.0,0.0,0.0031,0.0498,coherent,0,0,"Answer ""the workhorse optimization"" is consistent with the evidence.",lexical,workhorse optimization,1
case_01641,What is pizza originated in naples italy as?,salt enhances flavor,salt enhances flavor,1,1.0,1,0.0508,1.0,0.0022,0.0,0.0,0.0022,0.0508,coherent,0,0,"Answer ""salt enhances flavor"" is consistent with the evidence.",lexical,salt enhances flavor,1
case_01642,What is frida kahlo was a mexican painter?,in practice its,left her in pain her,0,0.25,1,0.0518,1.0,0.0018,0.0,0.0,0.0018,0.0518,coherent,0,1,"Answer ""in practice its"" is consistent with the evidence.",lexical,practice its,1
case_01643,What is einstein was a theoretical physicist who?,into tectonic plates that float,the nobel prize for the,0,0.0,1,0.0507,0.0507,0.9992,1.0,0.0,1.0,0.0507,contradicted,1,1,"Answer ""into tectonic plates that float"" contradicts the evidence. The NLI model finds that 'into tectonic plates that float' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (tectonic, plates, that, float) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,tectonic plates that float What is einstein was a theoretical physicist who? into tectonic plates that float,0
case_01644,What is quantum mechanics describes nature at the?,risen about 12C since preindustrial,collapses the,0,0.0,1,0.0499,0.1048,0.4752,0.0,0.0,0.4752,0.0499,weak,0,1,"Answer ""risen about 12C since preindustrial"" may not match the evidence. Partial word overlap with evidence. Evidence: ""the earths average temperature has risen about 1.2C since preindustrial times. the overwhelming consensus among climate scientists is that humans are causing it through greenhouse gas emissions. effects include sea level rise more extreme weather and biodiversity loss. the paris agreement aims to limit warming to 1.5C but were not on track.""",lexical,risen about preindustrial,0
case_01645,What is adults need 7-9 hours of sleep?,so she died,so she died,1,1.0,1,0.0452,1.0,0.001,0.0,0.0,0.001,0.0452,coherent,0,0,"Answer ""so she died"" is consistent with the evidence.",lexical,she died,1
case_01646,What is alan turing was a mathematician and?,blend of,say shortened the war by,0,0.0,1,0.0493,0.2779,0.1742,0.0,0.0,0.1742,0.0493,weak,0,1,"Answer ""blend of"" is consistent with the evidence.",lexical,blend,0
case_01647,What is michael jordan is widely considered the?,in the 1990s his airness,in the 1990s his airness,1,1.0,1,1.0,1.0,0.0005,0.0,0.0,0.0005,0.0463,coherent,0,1,"Answer ""in the 1990s his airness"" is consistent with the evidence.",none,,0
case_01648,What is the internet started as ARPANET a?,in 1989 now,in 1989 now,1,1.0,1,1.0,1.0,0.0009,0.0,0.0,0.0009,0.0468,coherent,0,1,"Answer ""in 1989 now"" is consistent with the evidence.",none,,0
case_01649,What is the roman empire at its peak?,caused by a combination,caused by a combination,1,1.0,1,0.0474,1.0,0.0314,0.0,0.0,0.0314,0.0474,coherent,0,0,"Answer ""caused by a combination"" is consistent with the evidence.",lexical,caused combination,1
case_01650,What is brazil is the largest country in?,the largest,the largest,1,1.0,1,1.0,1.0,0.0001,0.0,0.0,0.0001,0.0488,coherent,0,1,"Answer ""the largest"" is consistent with the evidence.",none,,0
case_01651,What is cryptography is the practice of secure?,powerful mongodb is popular but,are widely,0,0.0,1,0.0494,1.0,0.0029,0.0,0.0,0.0029,0.0494,coherent,0,1,"Answer ""powerful mongodb is popular but"" is consistent with the evidence.",lexical,powerful mongodb popular,1
case_01652,What is the moon is earths only natural?,python uses indentation for,overwhelming evidence we went,0,0.0,1,0.0446,1.0,0.0123,0.0,0.0,0.0123,0.0446,coherent,0,1,"Answer ""python uses indentation for"" is consistent with the evidence.",lexical,python uses indentation,1
case_01653,What is gradient descent is the workhorse optimization?,the workhorse,the workhorse,1,1.0,1,1.0,1.0,0.0002,0.0,0.0,0.0002,0.0512,coherent,0,1,"Answer ""the workhorse"" is consistent with the evidence.",none,,0
case_01654,What is blockchain is a distributed ledger technology?,nations it was,a distributed ledger technology that,0,0.0,1,0.0434,1.0,0.0015,0.0,0.0,0.0015,0.0434,coherent,0,1,"Answer ""nations it was"" is consistent with the evidence.",lexical,nations it,1
case_01655,What is cooking is both an art and?,sear meat salt enhances,sear meat salt enhances,1,1.0,1,1.0,1.0,0.0017,0.0,0.0,0.0017,0.0483,coherent,0,1,"Answer ""sear meat salt enhances"" is consistent with the evidence.",none,,0
case_01656,What is adults need 7-9 hours of sleep?,between them is tiresome just,memories chronic sleep deprivation,0,0.0,1,0.0452,1.0,0.0006,0.0,0.0,0.0006,0.0452,coherent,0,1,"Answer ""between them is tiresome just"" is consistent with the evidence.",lexical,them tiresome,1
case_01657,What is the industrial revolution started in britain?,and railways transformed,and railways transformed,1,1.0,1,0.0539,1.0,0.0393,0.0,0.0,0.0393,0.0539,coherent,0,0,"Answer ""and railways transformed"" is consistent with the evidence.",lexical,railways transformed,1
case_01658,What is the earths average temperature has risen?,limit warming to 15C,limit warming to 15C,1,1.0,1,1.0,1.0,0.0042,0.0,0.0,0.0042,0.0507,coherent,0,1,"Answer ""limit warming to 15C"" is consistent with the evidence.",none,,0
case_01659,What is evolution by natural selection was proposed?,evolution by,evolution by,1,1.0,1,1.0,1.0,0.0018,0.0,0.0,0.0018,0.0471,coherent,0,1,"Answer ""evolution by"" is consistent with the evidence.",none,,0
case_01660,What is marie curie was a physicist and?,for every use case ubuntu,for every use case ubuntu,1,1.0,1,0.0481,1.0,0.0017,0.0,0.0,0.0017,0.0481,coherent,0,0,"Answer ""for every use case ubuntu"" is consistent with the evidence.",lexical,use case ubuntu,1
case_01661,What is linux is a free open source?,they never fought directly but,but has a steep,0,0.25,1,0.051,1.0,0.0016,0.0,0.0,0.0016,0.051,coherent,0,1,"Answer ""they never fought directly but"" is consistent with the evidence.",lexical,they never fought directly,1
case_01662,What is the Earths lithosphere is divided into?,adjusts during training deep learning,into tectonic plates that,0,0.0,1,0.0474,1.0,0.0008,0.0,0.0,0.0008,0.0474,coherent,0,1,"Answer ""adjusts during training deep learning"" is consistent with the evidence.",lexical,adjusts training deep learning,1
case_01663,What is alan turing was a mathematician and?,of computation,of computation,1,1.0,1,0.9575,0.9575,0.0531,0.0,0.0,0.0531,0.0508,coherent,0,1,"Answer ""of computation"" is consistent with the evidence.",none,,0
case_01664,What is DNA has a double helix structure?,strands are,strands are,1,1.0,1,1.0,1.0,0.008,0.0,0.0,0.008,0.0482,coherent,0,1,"Answer ""strands are"" is consistent with the evidence.",none,,0
case_01665,What is the transformer architecture introduced in 2017?,use transformers some,use transformers some,1,1.0,1,0.0509,1.0,0.0023,0.0,0.0,0.0023,0.0509,coherent,0,0,"Answer ""use transformers some"" is consistent with the evidence.",lexical,use transformers,1
case_01666,What is da vinci was a renaissance polymath?,years this drives,polymath artist inventor,0,0.0,1,0.0502,1.0,0.0012,0.0,0.0,0.0012,0.0502,coherent,0,1,"Answer ""years this drives"" is consistent with the evidence.",lexical,years this drives,1
case_01667,What is japan is an island nation in?,his competitive drive and clutch,his competitive drive and clutch,1,1.0,1,0.0452,1.0,0.0007,0.0,0.0,0.0007,0.0452,coherent,0,0,"Answer ""his competitive drive and clutch"" is consistent with the evidence.",lexical,his competitive drive clutch,1
case_01668,What is databases store organized data.?,relationships while NoSQL,relationships while NoSQL,1,1.0,1,1.0,1.0,0.0036,0.0,0.0,0.0036,0.052,coherent,0,1,"Answer ""relationships while NoSQL"" is consistent with the evidence.",none,,0
case_01669,What is ww2 lasted from 1939 to 1945?,segmentation are the main tasks,the atomic,0,0.0,1,0.0499,1.0,0.0032,0.0,0.0,0.0032,0.0499,coherent,0,1,"Answer ""segmentation are the main tasks"" is consistent with the evidence.",lexical,segmentation main tasks,1
case_01670,What is rl is about an agent learning?,of terror under Robespierre,how robots,0,0.0,1,0.0457,1.0,0.0105,0.0,0.0,0.0105,0.0457,coherent,0,1,"Answer ""of terror under Robespierre"" is consistent with the evidence.",entity,terror robespierre robespierre,1
case_01671,What is python and javascript are two of?,blocks javascript uses curly braces,blocks javascript uses curly braces,1,1.0,1,1.0,1.0,0.0283,0.0,0.0,0.0283,0.0502,coherent,0,1,"Answer ""blocks javascript uses curly braces"" is consistent with the evidence.",none,,0
case_01672,What is gradient descent is the workhorse optimization?,is the workhorse optimization,is the workhorse optimization,1,1.0,1,1.0,1.0,0.0052,0.0,0.0,0.0052,0.0485,coherent,0,0,"Answer ""is the workhorse optimization"" is consistent with the evidence.",none,,0
case_01673,What is the Earths lithosphere is divided into?,was in a terrible bus,few centimeters,0,0.0,1,0.0473,1.0,0.0416,0.0,0.0,0.0416,0.0473,coherent,0,1,"Answer ""was in a terrible bus"" is consistent with the evidence.",lexical,terrible bus,1
case_01674,What is music is a universal human phenomenon?,determine what most people,determine what most people,1,1.0,1,0.0513,0.0513,0.9685,0.0,0.0,0.9685,0.0496,contradicted,1,1,"Answer ""determine what most people"" contradicts the evidence. The NLI model finds that 'determine what most people' semantically contradicts the evidence (NLI score: 0.97). Evidence says: ""algorithms now determine what most people listen to raising questions about taste and diversity.""",nli,What is music is a universal human phenomenon? determine what most people,0
case_01675,What is einstein was a theoretical physicist who?,shows mass and energy are,shows mass and energy are,1,1.0,1,1.0,1.0,0.002,0.0,0.0,0.002,0.049,coherent,0,1,"Answer ""shows mass and energy are"" is consistent with the evidence.",none,,0
case_01676,What is serena williams is one of the?,her sister venus and,her sister venus and,1,1.0,1,1.0,1.0,0.0007,0.0,0.0,0.0007,0.046,coherent,0,1,"Answer ""her sister venus and"" is consistent with the evidence.",none,,0
case_01677,What is the French Revolution began in 1789?,relay from jamaica,17000 people Napoleon,0,0.0,1,0.0517,1.0,0.0012,0.0,0.0,0.0012,0.0517,coherent,0,1,"Answer ""relay from jamaica"" is consistent with the evidence.",lexical,relay jamaica,1
case_01678,What is usain bolt is the fastest human?,pairs with G,pairs with G,1,1.0,1,0.0497,0.0497,0.9961,1.0,0.0,1.0,0.0497,contradicted,1,0,"Answer ""pairs with G"" contradicts the evidence. The NLI model finds that 'pairs with G' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (pairs, g) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully.""",nli,pairs g What is usain bolt is the fastest human? pairs with G,0
case_01679,What is most startups fail within the first?,unknown,unknown,1,1.0,1,0.0555,0.0555,0.0029,1.0,0.0,1.0,0.0555,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is most startups fail within the first?""",lexical,unknown,0
case_01680,What is coffee is one of the most?,the presence of adversaries public,is the largest producer,0,0.0,1,0.0483,1.0,0.0015,0.0,0.0,0.0015,0.0483,coherent,0,1,"Answer ""the presence of adversaries public"" is consistent with the evidence.",lexical,presence adversaries public,1
case_01681,What is serena williams is one of the?,venus and they dominated,venus and they dominated,1,1.0,1,0.0477,1.0,0.0052,0.0,0.0,0.0052,0.0477,coherent,0,0,"Answer ""venus and they dominated"" is consistent with the evidence.",lexical,venus they dominated,1
